"ticker", "cfo_name", "first_call_date", "last_call_date", "total_calls"
"ANTM-N", "Chuck-Ream", "2004-02-19", "2005-10-26", "8"
"ANTM-N", "Dave-Colby", "2004-01-29", "2007-04-25", "16"
"ANTM-N", "John-Remshard", "2004-02-11", "2005-10-26", "8"
"ANTM-N", "Mike-Smith", "2004-01-29", "2004-10-27", "3"
"AOBC-OQ", "Wayne-DeVeydt", "2007-07-25", "2015-10-28", "34"
"AOI-N", "Jeff-Buchanan", "2013-12-10", "2013-12-10", "1"
"AOI-N", "Jim-Cooley", "2005-11-09", "2006-02-09", "2"
"AOLxF15", "Robert-Sheets", "2004-02-10", "2009-11-09", "7"
"AOLxF15", "Artie-Minson", "2010-02-03", "2012-07-25", "10"
"AOS-N", "Karen-Dykstra", "2012-11-06", "2013-11-05", "5"
"AOS-N", "John-Kita", "2011-07-19", "2015-10-21", "18"
"AOS-N", "Ken-Krueger", "2004-01-21", "2005-04-15", "5"
"APA-N", "Terry-Murphy", "2006-01-20", "2011-04-19", "20"
"APA-N", "Alfonso-Leon", "2014-05-08", "2014-07-31", "2"
"APA-N", "Anthony-Lannie", "2014-11-06", "2014-11-06", "1"
"APA-N", "Roger-Plank", "2004-01-29", "2009-04-30", "21"
"APA-N", "Steve-Riney", "2015-05-07", "2015-11-05", "3"
"APC-N", "Tom-Chambers", "2011-04-28", "2014-02-13", "8"
"APC-N", "Al-Walker", "2005-10-28", "2009-05-07", "11"
"APC-N", "Jim-Larson", "2004-01-30", "2005-07-29", "5"
"APC-N", "Robert-Gwin", "2009-08-04", "2015-10-28", "21"
"APD-N", "William-Krysiak", "2004-02-19", "2006-05-09", "9"
"APD-N", "John-Owings", "2004-01-21", "2004-01-21", "1"
"APD-N", "Paul-Huck", "2004-04-28", "2013-01-23", "36"
"APEI-OQ", "Scott-Crocco", "2013-04-23", "2015-10-29", "11"
"APEI-OQ", "Harry-Wilkins", "2007-11-16", "2013-11-05", "25"
"APFC-OxB14", "Rick-Sunderland", "2014-02-27", "2015-11-09", "8"
"APFC-OxB14", "Dana-Kelley", "2006-05-11", "2013-02-07", "20"
"APH-N", "Seth-Van-Voorhees", "2005-05-12", "2006-02-13", "4"
"APH-N", "Craig-Lampo", "2015-07-22", "2015-07-22", "1"
"APH-N", "Diana-Reardon", "2004-10-20", "2015-04-22", "43"
"APLP-OQ", "Ed-Jepsen", "2004-01-21", "2004-07-21", "3"
"APLP-OQ", "David-Miller", "2015-11-03", "2015-11-03", "1"
"APNxA07", "Jon-Biro", "2015-11-03", "2015-11-03", "1"
"APOG-OQ", "Terry-Polistina", "2004-02-26", "2006-05-04", "9"
"APOG-OQ", "Jim-Porter", "2005-09-15", "2015-12-17", "42"
"APOL-OxB17", "William-Marchido", "2004-06-22", "2004-09-16", "2"
"APOL-OxB17", "Brian-Swartz", "2009-03-31", "2013-10-22", "19"
"APOL-OxB17", "Joseph-DAmico", "2007-02-07", "2009-01-08", "9"
"ARBA-OQxJ12", "Kenda-Gonzales", "2004-03-12", "2006-10-18", "13"
"ARBA-OQxJ12", "Ahmed-Rubaie", "2008-10-23", "2012-04-26", "15"
"ARCB-OQ", "Jim-Frankola", "2004-01-28", "2008-07-23", "19"
"ARCB-OQ", "David-Cobb", "2015-02-04", "2015-10-30", "4"
"ARCB-OQ", "David-Loeffler", "2004-01-26", "2005-10-24", "8"
"ARCB-OQ", "Judy-McReynolds", "2006-04-24", "2009-10-21", "15"
"ARCH-N", "Michael-Newcity", "2010-07-21", "2014-11-03", "15"
"ARCH-N", "Bob-Messey", "2004-01-28", "2008-04-21", "15"
"ARE-N", "John-Drexler", "2008-07-25", "2013-10-29", "21"
"ARE-N", "Dean-Shigenaga", "2005-05-12", "2015-11-03", "40"
"AREX-OQ", "Peter-Nelson", "2004-02-12", "2005-02-14", "4"
"ARGxE16", "Steve-Smart", "2007-12-13", "2013-11-08", "22"
"ARGxE16", "Bob-McLaughlin", "2006-10-26", "2013-10-23", "27"
"ARI-N", "Roger-Millay", "2004-01-29", "2006-07-27", "11"
"ARI-N", "Megan-Gaul", "2013-11-05", "2015-07-29", "5"
"ARJxJ11", "Stuart-Rothstein", "2010-02-24", "2013-02-28", "5"
"ARJxJ11", "Louis-Massimo", "2004-02-10", "2007-05-01", "12"
"ARM-LxI16", "Steve-Giuliano", "2007-07-31", "2011-02-03", "13"
"ARNC-N", "Tim-Score", "2004-08-23", "2004-08-23", "1"
"ARNC-N", "Chuck-McLane", "2007-01-09", "2013-01-08", "25"
"ARNC-N", "Joe-Muscari", "2006-01-09", "2006-10-10", "4"
"ARNC-N", "Rick-Kelson", "2004-01-22", "2005-10-10", "6"
"AROC-N", "William-Oplinger", "2013-07-08", "2015-10-08", "10"
"AROC-N", "Bill-Austin", "2012-02-23", "2014-02-25", "9"
"AROC-N", "Daniel-Schlanger", "2006-11-07", "2006-11-07", "1"
"AROC-N", "David-Miller", "2012-05-03", "2015-08-04", "8"
"AROC-N", "John-Jackson", "2004-02-17", "2004-07-30", "3"
"AROC-N", "Jon-Biro", "2014-11-04", "2015-08-04", "3"
"AROC-N", "Lee-Beckelman", "2005-02-18", "2007-07-31", "11"
"AROC-N", "Michael-Aaronson", "2011-08-04", "2011-08-04", "1"
"AROC-N", "Michael-Anderson", "2004-01-27", "2012-02-23", "32"
"AROPQ-PK", "Steve-Snider", "2007-05-09", "2007-05-09", "1"
"ARQL-OQ", "Marc-Miller", "2013-12-04", "2013-12-04", "1"
"ARQL-OQ", "Dick-Woodrich", "2007-05-03", "2007-05-03", "1"
"ARTC-OxE14", "Louise-Mawhinney", "2004-04-21", "2006-07-27", "6"
"ARTC-OxE14", "Fernando-Sanchez", "2004-01-29", "2006-05-03", "9"
"ARTC-OxE14", "Mike-Gluk", "2006-08-03", "2008-04-21", "7"
"ARUN-OxE15", "Todd-Newton", "2009-12-03", "2013-10-30", "17"
"ARW-N", "Mike-Galvin", "2013-11-21", "2013-11-21", "1"
"ARW-N", "Kurt-Freudenberg", "2007-01-08", "2010-07-08", "15"
"ARW-N", "Paul-Durando", "2005-01-06", "2006-05-09", "6"
"ARXX-PxH07", "Paul-Reilly", "2004-02-17", "2015-10-28", "50"
"ARXX-PxH07", "John-Adamovich", "2006-02-08", "2007-02-06", "5"
"ASB-N", "Mike-Gorin", "2004-02-10", "2005-05-04", "6"
"ASB-N", "Chris-Niles", "2011-10-20", "2015-10-15", "17"
"ASEI-OxI16", "Joseph-Selner", "2004-04-22", "2012-01-19", "26"
"ASEI-OxI16", "Ken-Galaznik", "2004-08-02", "2013-11-12", "37"
"ASGN-N", "Ted-Owens", "2004-01-22", "2004-05-20", "2"
"ASGN-N", "Ed-Pierce", "2012-10-25", "2015-10-28", "13"
"ASGN-N", "Jim-Brill", "2007-03-01", "2012-07-26", "22"
"ASGN-N", "Mike-Holtzman", "2005-03-03", "2006-08-02", "7"
"ASGN-N", "Ron-Rudolph", "2004-02-24", "2004-11-04", "4"
"ASNA-OQ", "Ted-Hanson", "2014-10-29", "2015-10-28", "3"
"ASNA-OQ", "Armand-Correia", "2004-02-11", "2012-12-05", "35"
"ASNA-OQ", "Dirk-Montgomery", "2013-03-04", "2014-06-03", "6"
"ASNxJ07", "Robb-Giammatteo", "2015-03-03", "2015-12-01", "4"
"ASPT-OQxI05", "Chas-Mueller", "2004-01-27", "2007-05-09", "14"
"ASPT-OQxI05", "Gary-Wetsel", "2004-01-22", "2004-10-19", "4"
"ASTE-OQ", "Jim-Reagen", "2005-01-27", "2005-04-19", "2"
"ASTE-OQ", "David-Silvious", "2011-10-25", "2015-07-21", "15"
"ASVI-OQxC08", "McKamy-Hall", "2004-03-05", "2011-07-25", "27"
"ASYS-OQ", "Thomas-Karges", "2004-07-27", "2007-11-02", "14"
"ATGE-N", "Brad-Anderson", "2013-12-11", "2013-12-11", "1"
"ATGE-N", "Norm-Levine", "2004-01-21", "2004-04-20", "2"
"ATGE-N", "Rick-Gunst", "2007-01-25", "2012-01-26", "17"
"ATI-N", "Tim-Wiggins", "2013-02-06", "2015-02-05", "9"
"ATI-N", "Dale-Reid", "2011-07-27", "2013-01-23", "5"
"ATI-N", "Pat-DeCourcy", "2014-01-22", "2015-10-20", "6"
"ATML-OxD16", "Rich-Harshman", "2004-01-21", "2010-07-28", "26"
"ATML-OxD16", "Bob-Avery", "2005-07-26", "2008-04-30", "12"
"ATML-OxD16", "Francis-Barton", "2004-01-22", "2005-04-26", "6"
"ATML-OxD16", "Stephen-Cumming", "2008-07-30", "2013-02-06", "19"
"ATNI-OQ", "Steve-Skaggs", "2013-05-01", "2013-10-30", "3"
"ATO-N", "Justin-Benincasa", "2007-07-31", "2015-10-29", "27"
"ATO-N", "Bret-Eckert", "2012-11-08", "2015-11-05", "12"
"ATO-N", "Fred-Meisenheimer", "2009-02-04", "2012-08-09", "13"
"ATR-N", "Pat-Reddy", "2004-02-11", "2008-11-12", "20"
"ATR-N", "Bob-Kuhn", "2008-10-16", "2015-10-30", "27"
"ATRS-OxD07", "Stephen-Hagge", "2004-02-12", "2008-07-18", "16"
"ATU-N", "Stephen-Erickson", "2004-02-02", "2007-02-05", "12"
"ATVI-OQ", "Andrew-Lampereur", "2004-03-17", "2015-12-17", "48"
"ATVI-OQ", "Dennis-Durkin", "2012-05-09", "2015-11-03", "14"
"ATW-N", "Thomas-Tippl", "2006-02-06", "2012-02-09", "24"
"ATW-N", "James-M-Holland", "2004-04-28", "2010-08-05", "24"
"ATW-N", "Mark-Mey", "2010-11-19", "2015-04-30", "18"
"AV-NxJ07", "Mark-Smith", "2015-07-30", "2015-11-10", "2"
"AV-NxJ07", "Caroline-Dorsa", "2007-04-25", "2007-04-25", "1"
"AV-NxJ07", "Dave-Vellequette", "2012-12-11", "2013-11-20", "5"
"AVA-N", "Garry-McGuire", "2004-01-27", "2006-10-24", "10"
"AVA-N", "Malyn-Malquist", "2004-01-28", "2008-07-30", "18"
"AVAV-OQ", "Mark-Thies", "2008-11-04", "2015-11-04", "29"
"AVAV-OQ", "Jikun-Kim", "2010-06-24", "2014-11-25", "18"
"AVAV-OQ", "Raymond-Cook", "2015-09-01", "2015-12-08", "2"
"AVAV-OQ", "Steve-Wright", "2007-03-08", "2010-03-09", "13"
"AVB-N", "Teresa-Convington", "2015-06-30", "2015-06-30", "1"
"AVB-N", "Kevin-OShea", "2014-01-30", "2015-07-28", "6"
"AVCT-OxL09", "Thomas-Sargeant", "2004-01-22", "2014-01-30", "39"
"AVCT-OxL09", "Douglas-Pritchett", "2004-02-03", "2005-07-21", "7"
"AVD-N", "Teddy-Blankenship", "2005-07-21", "2009-07-23", "16"
"AVD-N", "David-Johnson", "2008-08-07", "2015-11-02", "21"
"AVID-OQ", "Jim-Barry", "2006-05-08", "2008-03-05", "4"
"AVID-OQ", "Art-Chadwick", "2004-01-22", "2004-10-19", "4"
"AVID-OQ", "Joel-Legon", "2007-04-26", "2008-04-24", "5"
"AVID-OQ", "Ken-Sexton", "2008-07-24", "2012-10-29", "17"
"AVID-OQ", "Mary-Dotz", "2005-01-25", "2005-04-27", "2"
"AVID-OQ", "Paul-Milbury", "2004-01-29", "2007-02-01", "13"
"AVP-N", "Suzy-Seandel", "2004-10-19", "2004-10-19", "1"
"AVP-N", "Bob-Corti", "2004-04-30", "2005-10-28", "7"
"AVP-N", "Bob-Loughran", "2014-10-30", "2015-02-12", "2"
"AVP-N", "Chuck-Cramb", "2006-02-02", "2011-10-27", "18"
"AVP-N", "Jim-Scully", "2015-04-30", "2015-11-04", "3"
"AVT-N", "Kimberly-Ross", "2012-02-14", "2014-07-31", "10"
"AVT-N", "Kevin-Moriarty", "2013-01-24", "2015-10-29", "12"
"AVX-N", "Ray-Sadowski", "2004-01-29", "2012-10-25", "35"
"AVX-N", "Andy-Perz", "2006-05-05", "2006-05-05", "1"
"AVY-N", "Kurt-Cummings", "2004-01-27", "2013-10-29", "34"
"AVY-N", "Anne-Bramman", "2015-04-29", "2015-10-29", "3"
"AVY-N", "Dan-OBryant", "2004-01-27", "2010-01-29", "23"
"AVY-N", "Daniel-OBryant", "2007-10-23", "2010-04-27", "2"
"AVY-N", "Jack-Plaxe", "2004-02-12", "2004-02-12", "1"
"AVY-N", "Mitch-Butier", "2010-07-28", "2015-10-29", "20"
"AWAY-OxL15", "Tony-Colatrella", "2005-08-02", "2007-02-13", "7"
"AWK-N", "Lynn-Atchison", "2011-07-27", "2015-08-04", "16"
"AWK-N", "Ellen-Wolf", "2008-08-12", "2013-02-27", "19"
"AWK-N", "Linda-Sullivan", "2014-08-07", "2015-11-05", "6"
"AWR-N", "Susan-Story", "2013-05-08", "2014-05-08", "5"
"AWR-N", "Bob-Sprowls", "2004-07-28", "2008-11-06", "17"
"AWR-N", "Bud-Harris", "2004-03-23", "2004-03-23", "1"
"AWRE-OQ", "Eva-Tang", "2008-11-06", "2015-11-04", "28"
"AWRE-OQ", "Keith-Farris", "2006-08-03", "2007-11-01", "6"
"AWRE-OQ", "Rick-Moberg", "2008-05-08", "2011-02-03", "6"
"AXE-N", "Robert-Weiskopf", "2005-02-03", "2006-05-04", "5"
"AXE-N", "Dennis-Letham", "2004-02-03", "2011-04-26", "28"
"AXL-N", "Ted-Dosch", "2011-07-26", "2015-10-27", "14"
"AXL-N", "Chris-May", "2015-10-30", "2015-10-30", "1"
"AXL-N", "Mike-Simonte", "2004-04-30", "2015-07-31", "39"
"AXL-N", "Robin-Adams", "2004-02-04", "2004-02-04", "1"
"AXLL-KxH16", "Tom-Martin", "2004-07-22", "2005-07-28", "4"
"AXLL-KxH16", "Bob-Lamoureux", "2005-03-24", "2005-05-13", "2"
"AXLL-KxH16", "Greg-Thompson", "2008-05-07", "2013-11-06", "23"
"AXLL-KxH16", "Jim-Matthews", "2004-02-05", "2007-05-18", "18"
"AXLL-KxH16", "Mark-Buckis", "2007-08-09", "2008-02-15", "3"
"AXP-N", "Ron-Goegan", "2004-02-12", "2004-11-10", "4"
"AXP-N", "Dan-Henry", "2007-04-19", "2013-07-17", "26"
"AXP-N", "Gary-Crittenden", "2004-04-22", "2007-01-22", "12"
"AXTI-OQ", "Jeff-Campbell", "2013-10-16", "2015-10-21", "9"
"AXTI-OQ", "Don-Tatzin", "2004-02-04", "2004-02-04", "1"
"AXTI-OQ", "Raymond-Low", "2009-10-29", "2013-07-31", "16"
"AXYS-OxI09", "Wilson-Cheung", "2004-05-24", "2009-07-30", "21"
"AYExB11", "Dave-Almeida", "2004-02-18", "2009-04-23", "20"
"AYExB11", "Jeff-Serkes", "2004-01-26", "2006-04-28", "11"
"AYExB11", "Kirk-Oliver", "2008-11-03", "2010-10-27", "9"
"AYI-N", "Phil-Goulding", "2006-07-28", "2008-07-31", "8"
"AYI-N", "Ricky-Reece", "2006-04-05", "2015-10-07", "37"
"AZO-N", "Vernon-Nagel", "2004-04-06", "2004-07-06", "2"
"AZO-N", "Bill-Giles", "2006-05-24", "2015-12-08", "39"
"AZPN-OQ", "Michael-Archbold", "2004-03-03", "2005-09-21", "6"
"AZPN-OQ", "Brad-Miller", "2006-09-28", "2008-10-30", "10"
"AZPN-OQ", "Charles-Kane", "2004-04-29", "2006-05-09", "6"
"AZR-NxA07", "Mark-Sullivan", "2009-11-09", "2013-10-29", "17"
"AZR-NxA07", "Neil-Ciarfalia", "2005-04-20", "2006-07-19", "5"
"AZZ-N", "Robert-Haddock", "2004-02-11", "2005-02-02", "5"
"AZZ-N", "Dana-Perry", "2004-04-15", "2014-04-04", "30"
"AppliedBiosystemsInc", "Paul-Fehlman", "2014-04-04", "2015-09-29", "7"
"AssociatedMaterialsLLC", "Dennis-Winger", "2004-01-28", "2008-10-22", "19"
"B-N", "Paul-Morrisroe", "2013-11-15", "2013-11-15", "1"
"B-N", "Bill-Denninger", "2004-02-13", "2008-05-02", "15"
"B-N", "Chris-Stephens", "2009-02-19", "2015-10-23", "27"
"BA-N", "Frank-Boyle", "2008-07-25", "2008-10-31", "2"
"BA-N", "Greg-Smith", "2012-01-25", "2015-10-21", "16"
"BABY-OQ", "James-Bell", "2004-01-29", "2011-10-26", "32"
"BABY-OQ", "Jonathan-Kennedy", "2013-05-20", "2015-10-21", "10"
"BAC-N", "Steve-Murphy", "2006-02-21", "2013-02-28", "24"
"BAC-N", "Al-de-Molina", "2005-10-19", "2006-12-13", "6"
"BAC-N", "Bruce-Thompson", "2011-07-19", "2015-07-15", "17"
"BAC-N", "Charles-Noski", "2010-07-16", "2011-04-15", "4"
"BAC-N", "David-Fountain", "2004-01-15", "2004-04-15", "2"
"BAC-N", "Eric-Sieracki", "2005-04-26", "2007-10-26", "11"
"BAC-N", "James-Hance-Jr", "2004-01-15", "2004-01-15", "1"
"BAC-N", "Joe-Price", "2006-12-13", "2010-01-20", "14"
"BAC-N", "Keith-McLaughlin", "2004-04-21", "2005-02-02", "2"
"BAC-N", "Mark-Oken", "2004-04-14", "2005-07-18", "6"
"BAMM-OxL15", "Neil-Cotty", "2010-04-16", "2010-04-16", "1"
"BAMM-OxL15", "Brian-White", "2009-03-19", "2009-05-21", "2"
"BAMM-OxL15", "Douglas-Markham", "2006-08-17", "2008-11-21", "8"
"BAMM-OxL15", "Richard-Wallington", "2004-03-16", "2006-05-18", "10"
"BANC-N", "Todd-Noden", "2012-08-21", "2012-11-20", "2"
"BANC-N", "Marito-Domingo", "2011-08-01", "2012-08-06", "3"
"BANR-OQ", "Ronald-Nicolas", "2014-05-09", "2015-07-30", "6"
"BAS-N", "Lloyd-Baker", "2004-01-27", "2015-10-22", "43"
"BASI-OQ", "Alan-Krenek", "2006-03-17", "2013-10-25", "31"
"BAX-N", "Jacque-Lemke", "2013-12-24", "2013-12-24", "1"
"BAX-N", "Bob-Hombach", "2010-07-22", "2015-04-23", "20"
"BAX-N", "Brian-Anderson", "2004-01-29", "2004-04-22", "2"
"BAX-N", "Jay-Saccaro", "2015-07-29", "2015-10-27", "2"
"BAX-N", "John-Greisch", "2004-07-22", "2006-04-20", "8"
"BBAO-PKxI08", "Rob-Davis", "2006-07-20", "2010-04-22", "15"
"BBG-N", "Elaine-Crowley", "2004-03-18", "2006-11-16", "12"
"BBG-N", "Bob-Howard", "2007-08-07", "2015-11-06", "30"
"BBOX-OQ", "Tom-Tyree", "2005-11-03", "2005-11-03", "1"
"BBOX-OQ", "Bob-Vold", "2004-03-16", "2004-12-02", "3"
"BBOX-OQ", "Mike-McAndrew", "2005-11-01", "2012-05-10", "22"
"BBT-N", "Tim-Huffmyer", "2012-10-30", "2015-01-27", "4"
"BBT-N", "Bob-McDermott", "2004-01-21", "2004-07-21", "3"
"BBT-N", "Chris-Henson", "2005-07-13", "2008-10-16", "14"
"BBT-N", "Daryl-Bible", "2009-04-17", "2015-10-15", "27"
"BBT-N", "David-Brooks", "2005-10-14", "2005-10-14", "1"
"BBXxL16", "Scott-Reed", "2004-01-13", "2005-04-13", "6"
"BBXxL16", "James-White", "2004-01-28", "2007-04-26", "12"
"BBY-N", "Valerie-Tolson", "2007-02-01", "2010-08-04", "12"
"BBY-N", "Darren-Jackson", "2004-03-31", "2007-09-18", "15"
"BBY-N", "Jim-Muehlbauer", "2007-04-04", "2012-11-20", "24"
"BBY-N", "John-Noble", "2008-09-16", "2008-09-16", "1"
"BC-N", "Sharon-McCollam", "2013-03-01", "2015-11-19", "11"
"BC-N", "Bill-Metzger", "2013-04-25", "2015-10-29", "11"
"BC-N", "Pete-Leemputte", "2007-01-25", "2008-07-24", "7"
"BCC-N", "Peter-Hamilton", "2008-10-23", "2013-01-24", "18"
"BCO-N", "Wayne-Rancourt", "2013-04-22", "2015-10-22", "11"
"BCO-N", "Bob-Ritter", "2004-02-04", "2008-04-30", "17"
"BCO-N", "Joe-Dziedzic", "2009-10-29", "2015-10-30", "24"
"BCO-N", "Michael-Dan", "2009-07-30", "2009-07-30", "1"
"BCOR-OQ", "Mike-Cazer", "2008-07-31", "2009-07-30", "5"
"BCOR-OQ", "Allen-Hsieh", "2006-04-26", "2007-11-01", "7"
"BCOR-OQ", "David-Binder", "2008-02-05", "2011-04-27", "14"
"BCOR-OQ", "David-Rostov", "2004-01-27", "2006-01-25", "9"
"BCPC-OQ", "Eric-Emans", "2011-07-28", "2015-10-29", "17"
"BCPC-OQ", "Francis-Fitzpatrick", "2008-03-04", "2014-02-27", "19"
"BCR-N", "William-Backus", "2014-08-08", "2015-11-03", "6"
"BCR-N", "Christopher-Holland", "2012-07-25", "2015-10-22", "14"
"BCR-N", "David-Green", "2008-03-10", "2008-03-10", "1"
"BCR-N", "Larry-Ellis", "2004-03-09", "2006-03-29", "5"
"BCSI-OxB12", "Todd-Schermerhorn", "2004-01-28", "2012-04-24", "33"
"BCSI-OxB12", "Bob-Verheecke", "2004-05-27", "2005-02-24", "4"
"BCSI-OxB12", "Gordon-Brooks", "2009-11-24", "2011-11-17", "9"
"BDC-N", "Kevin-Royal", "2005-06-02", "2009-02-26", "17"
"BDC-N", "Gray-Benoist", "2006-10-26", "2011-07-28", "19"
"BDC-N", "Henk-Derksen", "2012-02-09", "2015-10-28", "16"
"BDC-N", "Richard-Reece", "2004-02-05", "2005-11-08", "8"
"BDK-NxC10", "Stephen-Johnson", "2006-02-09", "2006-07-27", "3"
"BDK-NxC10", "Mike-Mangan", "2004-01-29", "2008-07-25", "19"
"BDX-N", "Steve-Reeves", "2008-10-23", "2010-02-03", "6"
"BDX-N", "Chris-Reidy", "2013-11-05", "2015-11-04", "9"
"BDX-N", "David-Elkins", "2009-01-28", "2012-08-02", "15"
"BDX-N", "John-Considine", "2004-01-29", "2008-11-05", "19"
"BDY-NxB08", "Suky-Upadhyay", "2013-02-05", "2013-05-02", "2"
"BEAM-KxE14", "Brent-Lenczycki", "2004-02-26", "2007-08-10", "7"
"BEAM-KxE14", "Bob-Probst", "2011-08-04", "2013-10-31", "10"
"BEAM-KxE14", "Craig-Omtvedt", "2004-01-23", "2011-08-04", "30"
"BEAT-OQ", "Lee-Wyatt", "2011-08-04", "2011-08-04", "1"
"BEAT-OQ", "Heather-Getz", "2010-02-17", "2015-08-06", "20"
"BEAV-OxD17", "Marty-Galvan", "2008-04-29", "2009-04-30", "4"
"BECN-OQ", "Tom-McCaffrey", "2004-02-19", "2013-10-23", "40"
"BECxF11", "Joe-Nowicki", "2013-11-26", "2013-11-26", "1"
"BECxF11", "Carolyn-Beaver", "2006-08-02", "2006-08-02", "1"
"BECxF11", "Charlie-Slacik", "2007-02-08", "2010-10-27", "16"
"BELFA-OQ", "Jim-Glover", "2004-05-03", "2006-05-03", "8"
"BELM-OxG10", "Colin-Dunn", "2006-02-16", "2006-05-01", "2"
"BELM-OxG10", "Bill-Meyer", "2009-06-29", "2010-03-03", "3"
"BEN-N", "Jim-Illson", "2004-02-17", "2006-07-26", "10"
"BEN-N", "James-Baio", "2005-07-28", "2006-07-27", "5"
"BERY-N", "Ken-Lewis", "2006-10-26", "2015-10-22", "36"
"BEV-NxC06", "Jim-Kratochvil", "2013-11-22", "2013-11-22", "1"
"BEZxA11", "Jeff-Freimark", "2004-03-02", "2005-11-07", "7"
"BFb-N", "Ronald-Tucker", "2007-07-27", "2007-10-26", "2"
"BFb-N", "Don-Berg", "2008-06-05", "2013-12-04", "23"
"BFb-N", "Jane-Morreau", "2014-03-05", "2015-12-02", "8"
"BGC-N", "Phoebe-Wood", "2004-02-24", "2008-02-29", "17"
"BGC-N", "Brian-Robinson", "2007-05-02", "2015-11-05", "34"
"BGFV-OQ", "Chris-Virgulak", "2004-01-29", "2006-10-31", "11"
"BGFV-OQ", "Barry-Emerson", "2005-10-03", "2015-10-27", "41"
"BGG-N", "Chuck-Kirk", "2004-02-11", "2005-05-04", "6"
"BGG-N", "Dave-Rodgers", "2010-08-12", "2015-08-13", "20"
"BGG-N", "Jim-Brenn", "2004-01-22", "2010-04-22", "25"
"BGPIQ-PKxA12", "Mark-Schwertfeger", "2015-10-30", "2015-10-30", "1"
"BGPIQ-PKxA12", "Ed-Wilhelm", "2004-05-19", "2008-11-26", "18"
"BGPIQ-PKxA12", "Mark-Bierley", "2009-04-01", "2010-05-27", "4"
"BGS-N", "Scott-Henry", "2010-12-09", "2010-12-09", "1"
"BGS-N", "Bob-Cantwell", "2004-11-11", "2015-02-18", "37"
"BH-N", "Tom-Crimmins", "2015-04-23", "2015-07-22", "2"
"BH-N", "Jeff-Blade", "2004-05-05", "2008-05-14", "17"
"BHE-N", "Jim-Baer", "2004-01-21", "2004-01-21", "1"
"BHE-N", "Don-Adam", "2007-02-06", "2015-10-22", "35"
"BHE-N", "Gayla-Delly", "2004-02-05", "2013-04-25", "13"
"BHGE-N", "Greg-Lea", "2004-01-28", "2006-11-01", "12"
"BHGE-N", "Jeffrey-Smith", "2007-01-25", "2007-01-25", "1"
"BHI-N", "Peter-Ragauss", "2010-01-26", "2010-05-04", "2"
"BHI-N", "Jeff-Smith", "2006-01-24", "2009-07-21", "14"
"BHI-N", "Kimberly-Ross", "2015-01-20", "2015-01-20", "1"
"BHI-N", "Peter-Ragauss", "2006-04-26", "2014-10-16", "33"
"BHI-N", "Steve-Finley", "2004-02-12", "2006-02-16", "9"
"BID-N", "Taylor-M-Whichard-III", "2004-01-20", "2005-11-01", "8"
"BID-N", "Bill-Sheridan", "2004-03-11", "2013-05-09", "38"
"BIG-N", "Patrick-McClymont", "2013-11-11", "2015-11-09", "9"
"BIG-N", "Joe-Cooper", "2004-02-25", "2012-03-02", "32"
"BIIB-OQ", "Tim-Johnson", "2012-08-23", "2015-12-04", "14"
"BIIB-OQ", "Jim-Mullen", "2007-02-15", "2007-02-15", "1"
"BIIB-OQ", "Paul-Clancy", "2007-10-23", "2015-10-21", "33"
"BIO-N", "Peter-Kellogg", "2004-03-02", "2007-07-24", "15"
"BIOL-OQ", "Christine-Tsingos", "2004-02-12", "2015-11-03", "46"
"BIOL-OQ", "Brett-Scott", "2009-08-06", "2010-05-17", "4"
"BIOL-OQ", "David-M-Mulder", "2008-05-07", "2008-08-07", "2"
"BIOL-OQ", "Edson-Rood", "2004-07-27", "2004-07-27", "1"
"BIOL-OQ", "Fred-Capallo", "2008-03-11", "2009-05-07", "2"
"BIOL-OQ", "Fred-Furry", "2011-03-10", "2013-11-11", "12"
"BIOL-OQ", "John-Hohener", "2005-11-09", "2005-11-09", "1"
"BIOL-OQ", "Richard-Harrison", "2006-03-07", "2007-08-07", "7"
"BJRI-OQ", "Robert-Grant", "2004-07-27", "2004-07-27", "1"
"BJRI-OQ", "Doug-Mitchell", "2004-02-26", "2004-02-26", "1"
"BJRI-OQ", "Greg-Levin", "2006-02-23", "2015-10-22", "36"
"BJRI-OQ", "Louis-M-Mucci", "2004-04-27", "2005-07-27", "6"
"BJxJ11", "Rob-Curran", "2005-10-27", "2005-10-27", "1"
"BJxJ11", "Bob-Eddy", "2011-03-02", "2011-05-18", "4"
"BJxJ11", "Frank-Forward", "2004-03-02", "2010-11-17", "33"
"BK-N", "Paul-McDonough", "2005-08-16", "2005-11-15", "2"
"BK-N", "Bruce-Van-Saun", "2004-01-21", "2008-04-17", "16"
"BK-N", "Mike-Bryson", "2004-01-20", "2007-07-19", "15"
"BKE-N", "Todd-Gibbons", "2006-10-19", "2015-10-20", "33"
"BKH-N", "Karen-Rhoads", "2007-03-13", "2015-11-19", "36"
"BKH-N", "Mark-Thies", "2004-02-10", "2007-08-10", "13"
"BKH-N", "Richard-Kinzley", "2015-02-03", "2015-11-04", "4"
"BKIxH13", "Tony-Cleberg", "2008-11-06", "2014-11-04", "23"
"BKIxH13", "Kris-Matula", "2004-01-21", "2006-04-27", "10"
"BKS-N", "Steve-Dean", "2006-10-25", "2013-01-30", "24"
"BKS-N", "Allen-Lindstrom", "2011-12-01", "2015-12-03", "12"
